#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2015 04 23 11 50 200  6.0  8.0   1.8    11   6.9 290 1015.4  10.2  11.6    MM   MM -2.3    MM
2015 04 23 10 50 210  5.0  6.0   2.0    10   7.1 292 1016.1  10.1  11.6    MM   MM -2.4    MM
2015 04 23 09 50 220  4.0  6.0   1.9    11   6.9 299 1016.9  10.1  11.5    MM   MM -2.3    MM
2015 04 23 08 50 240  4.0  5.0   2.2    12   7.4 287 1017.7  10.1  11.5    MM   MM -1.9    MM
2015 04 23 07 50 250  3.0  4.0   2.1    11   7.1 290 1018.5   9.9  11.5    MM   MM -1.5    MM
2015 04 23 06 50 270  3.0  4.0   2.2    11   7.2 294 1019.2   9.8  11.6    MM   MM -1.2    MM
2015 04 23 05 50 290  2.0  3.0   2.1    11   7.1 296 1019.6   9.9  11.6    MM   MM -1.1    MM
2015 04 23 04 50 310  3.0  4.0   2.1    11   7.3 303 1020.0   9.9  11.6    MM   MM -1.3    MM
2015 04 23 03 50 320  4.0  5.0   2.3    12   7.3 302 1020.4   9.9  11.5    MM   MM -1.6    MM
2015 04 23 02 50 310  5.0  6.0   2.1    12   7.1 298 1020.7   9.9  11.3    MM   MM -1.8    MM
2015 04 23 01 50 340  6.0  7.0   2.2     9   7.1 307 1021.3  10.0  11.7    MM   MM -1.5    MM
2015 04 23 00 50 330  4.0  5.0   2.2    12   6.9 287 1022.0  10.2  11.7    MM   MM -1.6    MM
2015 04 22 23 50 330  4.0  6.0   2.6     9   7.5 301 1022.5  10.2  11.7    MM   MM -1.5    MM
2015 04 22 22 50 350  5.0  6.0   2.7     9   7.3 307 1022.8  10.0  11.7    MM   MM -1.4    MM
2015 04 22 21 50 340  5.0  6.0   2.8     9   7.1 300 1023.6  10.2  11.7    MM   MM -0.8    MM
2015 04 22 20 50 350  5.0  7.0   2.9    11   7.3 303 1024.0  10.1  11.7    MM   MM +0.0    MM
2015 04 22 19 50 330  5.0  7.0   2.7    10   7.0 305 1024.2  10.1  11.7    MM   MM +0.0    MM
2015 04 22 18 50 340  6.0  8.0   2.8    10   7.0 312 1024.4  10.2  11.7    MM   MM +0.3    MM
2015 04 22 17 50 350  7.0  9.0   3.0     9   6.9 317 1024.2  10.1  11.6    MM   MM +0.5    MM
2015 04 22 16 50 350  8.0  9.0   3.0     8   6.9 319 1024.0   9.7  11.5    MM   MM +0.6    MM
2015 04 22 15 50 320  6.0  7.0   3.2     9   7.2 321 1024.1   9.9  11.5    MM   MM +1.0    MM
2015 04 22 14 50 340  8.0  9.0   3.2    10   7.1 316 1023.7  10.2  11.5    MM   MM +0.6    MM
2015 04 22 13 50 320  8.0  9.0   3.0     9   6.7 318 1023.4   9.7  11.5    MM   MM +0.6    MM
2015 04 22 12 50 300  7.0  9.0   3.1     9   7.0 315 1023.1   9.8  11.6    MM   MM +0.4    MM
2015 04 22 11 50 330  7.0 11.0   3.3     9   7.2 320 1023.1   9.2  11.7    MM   MM +0.5    MM
2015 04 22 10 50 320  8.0 10.0   3.0     8   6.6 312 1022.8  10.4  11.7    MM   MM +0.0    MM
2015 04 22 09 50 330  9.0 11.0   3.1     9   7.0 313 1022.7  10.5  11.7    MM   MM +0.0    MM
2015 04 22 08 50 330 10.0 11.0   3.1     9   6.9 315 1022.6  10.5  11.7    MM   MM +0.0    MM
2015 04 22 07 50 330 11.0 12.0   3.3     9   7.0 305 1022.7  10.4  11.7    MM   MM +0.6    MM
2015 04 22 06 50 340 10.0 13.0   3.1    13   6.7 304 1022.6  10.5  11.8    MM   MM +1.0    MM
2015 04 22 05 50 340 10.0 12.0   3.1     8   6.5 318 1022.4  10.5  11.8    MM   MM +1.5    MM
2015 04 22 04 50 330 10.0 12.0   3.2     8   6.5 327 1022.1  10.6  11.8    MM   MM +1.5    MM
2015 04 22 03 50 340 11.0 13.0   3.3     8   6.8 320 1021.6  10.6  11.8    MM   MM +1.2    MM
2015 04 22 02 50 330 11.0 13.0   3.1    14   6.8 309 1020.9  10.7  11.8    MM   MM +0.9    MM
2015 04 22 01 50 330 11.0 13.0   3.1    13   6.4 314 1020.6  10.7  11.8    MM   MM +1.0    MM
2015 04 22 00 50 340 11.0 14.0   3.1    12   6.5 316 1020.4  10.9  11.9    MM   MM +1.0    MM
2015 04 21 23 50 340 12.0 14.0   3.0    12   6.4 315 1020.0  10.8  11.9    MM   MM +1.3    MM
2015 04 21 22 50 340 12.0 14.0   2.7    11   6.2 293 1019.6  11.0  11.9    MM   MM +1.2    MM
2015 04 21 21 50 340 11.0 13.0   2.6    14   6.2 313 1019.4  11.0  12.1    MM   MM +1.5    MM
2015 04 21 20 50 340 11.0 13.0   2.7    13   6.0 299 1018.7  10.9  12.2    MM   MM +1.6    MM
2015 04 21 19 50 340 11.0 13.0   2.7    14   6.1 296 1018.4  10.6  12.1    MM   MM +2.0    MM
2015 04 21 18 50 340 11.0 14.0   2.4    13   5.9 299 1017.9  10.4  12.2    MM   MM +2.0    MM
2015 04 21 17 50 330 11.0 14.0   2.4    14   6.1 297 1017.1  11.2  12.2    MM   MM +1.8    MM
2015 04 21 16 50 330 11.0 13.0   2.3    12   6.2 294 1016.4  11.7  12.3    MM   MM +1.6    MM
2015 04 21 15 50 340  9.0 11.0   2.0    13   5.9 290 1015.9  11.4  12.4    MM   MM +1.7    MM
2015 04 21 14 50 340  9.0 11.0   2.2    12   6.5 304 1015.3  11.8  12.4    MM   MM +1.3    MM
2015 04 21 13 50 340  9.0 11.0   2.3    12   7.0 304 1014.8  11.6  12.4    MM   MM +1.1    MM
2015 04 21 12 50 340  7.0  9.0   2.3    12   6.7 301 1014.2  11.4  12.3    MM   MM +0.6    MM
2015 04 21 11 50 320  7.0  9.0   2.1    12   6.8 312 1014.0  11.1  12.3    MM   MM +0.4    MM
2015 04 21 10 50 340  7.0  8.0   2.2    12   6.7 300 1013.7  11.2  12.2    MM   MM +0.3    MM
2015 04 21 09 50 340  8.0 10.0   2.3    12   6.7 304 1013.6  11.3  12.2    MM   MM +0.3    MM
2015 04 21 08 50 340  8.0  9.0   2.2    12   6.9 293 1013.6  12.3  12.3    MM   MM +0.3    MM
2015 04 21 07 50 350  7.0  8.0   2.2    12   6.9 289 1013.4  12.5  12.3    MM   MM +0.4    MM
2015 04 21 06 50 350  7.0  9.0   2.2    12   6.7 300 1013.3  12.7  12.3    MM   MM +0.5    MM
2015 04 21 05 50 350  7.0  8.0   2.3    12   7.1 291 1013.3  12.7  12.3    MM   MM +0.7    MM
2015 04 21 04 50 350  8.0 10.0   2.1    13   6.6 293 1013.0  12.8  12.4    MM   MM +0.4    MM
2015 04 21 03 50 350  8.0  9.0   2.2    12   6.5 296 1012.8  12.8  12.5    MM   MM +0.0    MM
2015 04 21 02 50 350  9.0 10.0   2.1    14   6.5 301 1012.6  12.8  12.5    MM   MM +0.0    MM
2015 04 21 01 50 350  8.0 10.0   2.2    13   6.6 296 1012.6  12.6  12.5    MM   MM -0.4    MM
2015 04 21 00 50 340  9.0 10.0   2.1    14   6.5 300 1012.7  12.2  12.4    MM   MM -0.5    MM
2015 04 20 23 50 330 10.0 11.0   2.0    14   6.0 297 1012.6  11.8  12.4    MM   MM -0.9    MM
2015 04 20 22 50 330  9.0 12.0   2.3    13   6.8 287 1013.0  11.3  12.3    MM   MM -0.9    MM
2015 04 20 21 50 330  9.0 11.0   2.4    13   7.1 292 1013.2  11.2  12.3    MM   MM -1.0    MM
2015 04 20 20 50 340  8.0  9.0   2.3    14   6.7 297 1013.5  11.2  12.3    MM   MM -0.9    MM
2015 04 20 19 50 340  8.0  9.0   2.3    14   6.7 291 1013.9  11.3  12.2    MM   MM -0.6    MM
2015 04 20 18 50 350  7.0  9.0   2.4    12   6.6 296 1014.2  11.9  12.2    MM   MM -0.4    MM
2015 04 20 17 50 360  7.0  9.0   2.1    13   6.3 289 1014.4  11.8  12.1    MM   MM +0.0    MM
2015 04 20 16 50 360  7.0  8.0   2.2    13   6.7 300 1014.5  11.8  12.1    MM   MM +0.0    MM
2015 04 20 15 50 350  8.0  9.0   2.4    13   7.0 296 1014.6  11.7  12.0    MM   MM +0.5    MM
2015 04 20 14 50 360  8.0  9.0   2.0    12   6.6 290 1014.5  11.7  12.0    MM   MM +0.3    MM
2015 04 20 13 50 360  8.0  9.0   2.1    13   6.3 292 1014.3  11.6  11.9    MM   MM +0.0    MM
2015 04 20 12 50 360  8.0  9.0   1.9    13   6.2 300 1014.1  11.6  11.9    MM   MM -0.5    MM
2015 04 20 11 50 360  8.0  9.0   2.2    13   6.7 291 1014.2  11.6  11.9    MM   MM -0.6    MM
2015 04 20 10 50 360  8.0  9.0   1.9    14   6.0 294 1014.3  11.5  11.9    MM   MM -0.8    MM
2015 04 20 09 50 360  8.0  9.0   2.1    14   6.6 302 1014.6  11.5  11.9    MM   MM -0.8    MM
2015 04 20 08 50 350  8.0  9.0   2.4    12   7.2 296 1014.8  11.6  11.9    MM   MM -1.0    MM
2015 04 20 07 50 360  7.0  9.0   2.6    14   7.5 302 1015.1  11.6  11.9    MM   MM -1.0    MM
2015 04 20 06 50 360  8.0  9.0   2.2    13   6.7 304 1015.4  11.6  11.9    MM   MM -0.8    MM
2015 04 20 05 50 360  8.0 10.0   2.3    14   6.5 308 1015.8  11.7  11.9    MM   MM -0.6    MM
2015 04 20 04 50 360  9.0 10.0   2.1    14   6.1 309 1016.1  11.8  12.0    MM   MM -0.8    MM
2015 04 20 03 50 360  9.0 11.0   2.0    14   5.5 312 1016.2  11.9  12.3    MM   MM -1.0    MM
2015 04 20 02 50 350 10.0 11.0   2.0    14   5.6 315 1016.4  12.0  12.3    MM   MM -1.4    MM
2015 04 20 01 50 350 10.0 11.0   1.9    11   5.4 319 1016.9  12.1  12.2    MM   MM -1.6    MM
2015 04 20 00 50 340 10.0 12.0   1.8    14   5.4 318 1017.2  12.0  12.2    MM   MM -2.2    MM
2015 04 19 23 50 340 10.0 11.0   1.8    14   5.5 314 1017.8  11.9  12.2    MM   MM -2.0    MM
2015 04 19 22 50 340 10.0 12.0   1.8     7   5.4 328 1018.5  11.4  12.2    MM   MM -1.7    MM
2015 04 19 21 50 350 10.0 11.0   1.8     7   5.4 314 1019.4  11.0  12.1    MM   MM -1.2    MM
2015 04 19 20 50 350  9.0 11.0   2.0     8   5.6 321 1019.8  11.4  12.1    MM   MM -1.0    MM
2015 04 19 19 50 350 10.0 12.0   1.9     8   5.4 323 1020.2  11.6  12.1    MM   MM -0.8    MM
2015 04 19 18 50 360  9.0 11.0   1.7     8   5.2 317 1020.6  11.9  12.2    MM   MM -1.0    MM
2015 04 19 17 50  10  9.0 11.0   1.8    11   5.2 306 1020.8  11.9  12.2    MM   MM -0.9    MM
2015 04 19 16 50  10 10.0 12.0   1.8    11   5.2 317 1021.0  11.8  12.2    MM   MM -0.7    MM
2015 04 19 15 50  10  9.0 11.0   1.8    11   5.2 313 1021.6  11.9  12.2    MM   MM +0.0    MM
2015 04 19 14 50  10  9.0 10.0   1.8    11   5.5 312 1021.7  11.8  12.1    MM   MM -0.0    MM
2015 04 19 13 50  10  8.0 10.0   1.9    11   5.4 302 1021.7  11.8  12.1    MM   MM +0.0    MM
2015 04 19 12 50 360  9.0 11.0   2.1    11   5.7 306 1021.5  11.7  12.1    MM   MM -0.8    MM
2015 04 19 11 50 360 10.0 11.0   1.9    11   5.3 312 1021.8  11.6  12.0    MM   MM -0.8    MM
2015 04 19 10 50 360  9.0 10.0   2.0    10   5.5 299 1021.9  11.7  12.0    MM   MM -1.2    MM
2015 04 19 09 50 360  9.0 10.0   2.1    11   6.0 305 1022.3  11.6  12.0    MM   MM -0.9    MM
2015 04 19 08 50 360  9.0 11.0   2.1     8   5.7 321 1022.6  11.7  12.0    MM   MM -0.7    MM
2015 04 19 07 50 360  9.0 11.0   2.2    11   5.9 303 1023.1  11.5  12.0    MM   MM -0.6    MM
2015 04 19 06 50 360  9.0 11.0   2.3     8   5.9 323 1023.2  11.5  12.1    MM   MM -0.3    MM
2015 04 19 05 50  10  9.0 11.0   2.2    12   6.0 302 1023.3  11.7  12.1    MM   MM -0.4    MM
2015 04 19 04 50 360 10.0 11.0   2.2     8   5.6 329 1023.7  11.5  12.1    MM   MM -0.4    MM
2015 04 19 03 50 360 10.0 12.0   2.1    11   5.7 306 1023.5  11.5  12.1    MM   MM -1.2    MM
2015 04 19 02 50 360 10.0 12.0   2.1     8   5.8 319 1023.7  11.5  12.2    MM   MM -1.2    MM
2015 04 19 01 50 350 11.0 13.0   2.0    13   5.5 294 1024.1  11.8  12.2    MM   MM -1.4    MM
2015 04 19 00 50 350  9.0 11.0   2.2     8   5.9 312 1024.7  12.0  12.2    MM   MM -1.3    MM
2015 04 18 23 50 350  9.0 11.0   2.2    13   5.9 292 1024.9  11.9  12.2    MM   MM -1.4    MM
2015 04 18 22 50 350 10.0 12.0   2.3    11   6.0 312 1025.5  11.8  12.3    MM   MM -1.4    MM
2015 04 18 21 50 350 10.0 12.0   2.4    12   6.5 298 1026.0  11.7  12.2    MM   MM -1.3    MM
2015 04 18 20 50 350 10.0 12.0   2.5    12   6.6 308 1026.3  11.7  12.1    MM   MM -1.1    MM
2015 04 18 19 50 350  9.0 10.0   2.5    11   6.7 305 1026.9  11.7  12.1    MM   MM -0.5    MM
2015 04 18 18 50 360  9.0 10.0   2.8    11   7.1 303 1027.3  11.5  12.1    MM   MM +0.0    MM
2015 04 18 17 50  10  8.0  9.0   2.9    13   7.2 306 1027.4  11.5  12.0    MM   MM +0.0    MM
2015 04 18 16 50 360  8.0  9.0   2.8    12   7.1 307 1027.4  11.4  11.9    MM   MM +0.0    MM
2015 04 18 15 50 360  8.0  9.0   2.7    13   7.0 300 1027.5  11.3  11.8    MM   MM +0.5    MM
2015 04 18 14 50  10  8.0  9.0   2.9    12   7.0 302 1027.3  11.2  11.8    MM   MM +0.3    MM
2015 04 18 13 50 360  8.0  9.0   2.7    14   6.8 304 1027.2  11.0  11.7    MM   MM +0.3    MM
2015 04 18 12 50  10  8.0 10.0   2.8    12   7.0 302 1027.0  10.9  11.8    MM   MM +0.3    MM
2015 04 18 11 50 360  8.0 10.0   3.0    13   7.4 300 1027.0  11.0  12.0    MM   MM +0.0    MM
2015 04 18 10 50 360  8.0 10.0   2.7    14   6.8 300 1026.9  10.9  12.1    MM   MM -0.3    MM
2015 04 18 09 50 350  9.0 11.0   2.8    13   7.0 299 1026.7  10.9  12.1    MM   MM -0.5    MM
2015 04 18 08 50 350  8.0 10.0   2.8    14   7.0 300 1026.9  10.9  12.2    MM   MM +0.0    MM
2015 04 18 07 50 360  8.0 10.0   2.7    11   7.0 302 1027.2  10.8  12.2    MM   MM +0.4    MM
2015 04 18 06 50 350 10.0 11.0   2.5    14   6.5 306 1027.2  10.9  12.2    MM   MM +1.1    MM
2015 04 18 05 50 350  8.0 10.0   2.8    13   6.8 311 1027.0  11.0  12.4    MM   MM +1.6    MM
2015 04 18 04 50 350  9.0 11.0   2.6    15   6.7 309 1026.8  11.0  12.5    MM   MM +1.0    MM
2015 04 18 03 50 350 10.0 11.0   2.8    15   6.8 309 1026.1  11.1  12.4    MM   MM -0.0    MM
2015 04 18 02 50 340 10.0 12.0   2.8    15   6.5 302 1025.4  11.1  12.3    MM   MM -0.5    MM
2015 04 18 01 50 350 11.0 13.0   2.7    15   6.3 317 1025.8  11.2  12.4    MM   MM +0.0    MM
2015 04 18 00 50 350 10.0 13.0   2.7    14   6.4 307 1026.0  11.3  12.4    MM   MM +0.0    MM
2015 04 17 23 50 350 12.0 14.0   2.7    13   6.4 302 1025.9  11.4  12.5    MM   MM +0.0    MM
2015 04 17 22 50 340 11.0 13.0   2.6    13   7.0 304 1025.9  12.1  12.4    MM   MM +0.0    MM
2015 04 17 21 50 340 10.0 11.0   2.6    14   7.2 304 1026.0  12.0  12.4    MM   MM +0.0    MM
2015 04 17 20 50 340  9.0 11.0   3.1    15   8.1 302 1026.0  11.8  12.3    MM   MM +0.6    MM
2015 04 17 19 50 350  9.0 10.0   3.1    15   8.1 297 1025.8  11.7  12.2    MM   MM +0.9    MM
2015 04 17 18 50 350  8.0 10.0   3.6    16   9.3 289 1025.8  11.6  12.2    MM   MM +1.3    MM
2015 04 17 17 50 340  9.0 12.0   3.2    16   8.9 307 1025.4  11.5  12.1    MM   MM +1.2    MM
2015 04 17 16 50 350  7.0  9.0   3.2    16   8.4 308 1024.9  11.5  12.0    MM   MM +0.7    MM
2015 04 17 15 50  20  6.0  8.0   3.3    15   8.1 303 1024.5  11.7  11.9    MM   MM +0.7    MM
2015 04 17 14 50  20  8.0  9.0   3.8    16   8.3 302 1024.2  11.8  11.9    MM   MM +0.7    MM
2015 04 17 13 50 360 11.0 12.0   3.6    15   7.6 299 1024.2  11.4  11.9    MM   MM +1.1    MM
2015 04 17 12 50 350 11.0 14.0   3.7    15   7.8 305 1023.8  11.5  11.7    MM   MM +1.0    MM
2015 04 17 11 50 350 11.0 14.0   3.4    15   7.9 307 1023.5  11.4  11.7    MM   MM +0.6    MM
2015 04 17 10 50 350  9.0 11.0   3.7    16   8.8 308 1023.1  11.5  11.8    MM   MM -0.0    MM
2015 04 17 09 50 360  8.0 10.0   3.7    12   8.9 298 1022.8  11.7  11.8    MM   MM +0.0    MM
2015 04 17 08 50 360  9.0 12.0   3.7    16   9.1 307 1022.9  11.6  11.7    MM   MM +0.0    MM
2015 04 17 07 50 360 10.0 11.0   3.4    16   8.7 308 1022.9  11.8  11.8    MM   MM +0.0    MM
2015 04 17 06 50 360 10.0 11.0   3.5    15   9.0 306 1022.9  11.7  11.9    MM   MM +0.3    MM
2015 04 17 05 50 360  9.0 11.0   3.6    14   8.6 320 1022.9  11.8  12.1    MM   MM +0.3    MM
2015 04 17 04 50 360 10.0 11.0   4.3    16   9.5 345 1022.8  11.7  12.2    MM   MM -0.0    MM
2015 04 17 03 50 360 10.0 12.0   4.2    17   8.9 326 1022.6  11.7  12.0    MM   MM -0.7    MM
2015 04 17 02 50 360 11.0 13.0   4.1    16   8.9 326 1022.6  11.6  12.0    MM   MM -1.4    MM
2015 04 17 01 50 360 11.0 12.0   3.3    16   8.0 321 1022.9  11.6  12.1    MM   MM -1.8    MM
2015 04 17 00 50 350 11.0 13.0   4.1    17   9.5 323 1023.3  11.8  12.3    MM   MM -1.9    MM
2015 04 16 23 50 350 11.0 13.0   4.3    17  10.5 316 1024.0  11.5  12.4    MM   MM -1.8    MM
2015 04 16 22 50 350 11.0 13.0   4.5    17  10.3 295 1024.7  11.3  12.3    MM   MM -2.0    MM
2015 04 16 21 50 350 10.0 12.0   3.7    17   9.6 303 1025.2  11.5  12.2    MM   MM -2.1    MM
2015 04 16 20 50 360  9.0 10.0   3.7    19  10.1 296 1025.8  11.6  12.1    MM   MM -1.8    MM
2015 04 16 19 50  10  8.0  9.0   3.4    19  10.1 290 1026.7  11.3  12.0    MM   MM -0.9    MM
2015 04 16 18 50  20  7.0  8.0   3.7    19  10.6 296 1027.3  10.8  11.8    MM   MM -0.7    MM
2015 04 16 17 50  30  7.0  8.0   3.1    11   9.5 290 1027.6  10.4  11.6    MM   MM -0.7    MM
2015 04 16 16 50  30  7.0  8.0   3.1    21   9.7 302 1027.6  10.3  11.4    MM   MM -0.9    MM
2015 04 16 15 50  30  7.0  8.0   3.1    21   9.8 298 1028.0  10.5  11.3    MM   MM -0.7    MM
2015 04 16 14 50  20  8.0  9.0   3.2    21  10.1 296 1028.3  10.7  11.2    MM   MM -0.7    MM
2015 04 16 13 50  20  7.0  8.0   2.6    11   8.6 302 1028.5  10.6  11.3    MM   MM -1.1    MM
2015 04 16 12 50  10  7.0  8.0   2.6    11   8.2 299 1028.7  10.5  11.4    MM   MM -1.2    MM
2015 04 16 11 50  10  7.0  8.0   2.6    11   8.3 309 1029.0  10.7  11.7    MM   MM -1.5    MM
2015 04 16 10 50  20  6.0  7.0   2.7    12   8.4 302 1029.6  10.6  11.8    MM   MM -1.3    MM
2015 04 16 09 50  30  6.0  7.0   2.6    11   8.3 307 1029.9  10.7  12.1    MM   MM -1.6    MM
2015 04 16 08 50  20  7.0  8.0   2.3    11   7.7 310 1030.5  10.7  12.2    MM   MM -1.2    MM
2015 04 16 07 50  30  7.0  8.0   2.2    11   7.7 308 1030.9  10.7  11.9    MM   MM -1.0    MM
2015 04 16 06 50  20  6.0  8.0   2.2    10   7.6 297 1031.5  10.7  11.9    MM   MM +0.0    MM
2015 04 16 05 50 360  6.0  8.0   2.2    11   7.7 296 1031.7  10.8  12.0    MM   MM +0.0    MM
2015 04 16 04 50 360  6.0  8.0   2.1    11   7.8 297 1031.9  10.8  12.0    MM   MM -0.5    MM
2015 04 16 03 50 350  7.0  8.0   2.1    11   7.6 295 1031.6  10.8  12.0    MM   MM -1.6    MM
2015 04 16 02 50 340  6.0  7.0   2.0    11   7.9 297 1031.7  10.7  12.0    MM   MM -2.0    MM
2015 04 16 01 50 340  5.0  6.0   2.0    11   7.7 306 1032.4  10.7  12.1    MM   MM -1.7    MM
2015 04 16 00 50 320  4.0  6.0   2.1    11   7.8 303 1033.2  10.6  12.3    MM   MM -1.2    MM
2015 04 15 23 50 330  3.0  4.0   2.1    10   7.6 297 1033.7  10.6  12.9    MM   MM -0.8    MM
2015 04 15 22 50 350  2.0  3.0   2.2    11   7.6 303 1034.1  10.5  13.3    MM   MM -0.5    MM
2015 04 15 21 50 330  1.0  2.0   2.3    11   7.6 311 1034.4  10.3  13.7    MM   MM -0.4    MM
2015 04 15 20 50 160  1.0  2.0   2.3    12   7.8 303 1034.5  10.7  13.0    MM   MM +0.0    MM
2015 04 15 19 50  MM  0.0  1.0   2.5    10   8.2 311 1034.6  10.2  12.4    MM   MM +0.3    MM
2015 04 15 18 50 200  1.0  1.0   2.4    12   8.6 298 1034.8  10.2  11.9    MM   MM +0.5    MM
2015 04 15 17 50  90  1.0  2.0   2.6    12   8.8 292 1034.7  10.0  11.6    MM   MM +0.7    MM
2015 04 15 16 50 120  2.0  4.0   2.5    11   8.6 293 1034.3   9.7  11.3    MM   MM +0.8    MM
2015 04 15 15 50  40  2.0  3.0   3.0    11   8.1 286 1034.3   9.9  11.3    MM   MM +1.2    MM
2015 04 15 14 50 340  2.0  3.0   3.1    10   8.4 300 1034.0   9.8  11.2    MM   MM +1.2    MM
2015 04 15 13 50 350  3.0  4.0   2.8    11   8.0 303 1033.5   9.7  11.4    MM   MM +0.8    MM
2015 04 15 12 50 320  3.0  5.0   2.9    11   8.0 298 1033.1   9.7  11.4    MM   MM +0.6    MM
2015 04 15 11 50 320  4.0  5.0   2.6    11   8.2 298 1032.8   9.8  11.4    MM   MM +0.3    MM
2015 04 15 10 50 320  3.0  4.0   2.9    11   8.4 304 1032.7   9.6  11.5    MM   MM +0.3    MM
2015 04 15 09 50 330  7.0  9.0   2.6    11   8.3 303 1032.5   9.3  11.5    MM   MM +0.4    MM
2015 04 15 08 50  50  5.0  6.0   2.5    11   8.0 299 1032.5   9.0  11.6    MM   MM +0.7    MM
2015 04 15 07 50 310  6.0  8.0   2.9    11   8.3 310 1032.4   9.8  11.6    MM   MM +0.9    MM
2015 04 15 06 50 310  5.0  7.0   2.7    11   7.9 310 1032.1   9.8  11.7    MM   MM +1.1    MM
2015 04 15 05 50 320  6.0  8.0   2.7    11   7.4 314 1031.8   9.8  11.7    MM   MM +1.1    MM
2015 04 15 04 50 320  6.0  7.0   2.6    11   7.2 321 1031.5  10.0  11.6    MM   MM +1.0    MM
2015 04 15 03 50 320  7.0  8.0   2.7    11   7.5 318 1031.0  10.0  11.7    MM   MM +0.7    MM
2015 04 15 02 50 320  7.0  9.0   2.7    11   7.4 317 1030.7   9.9  11.8    MM   MM +0.4    MM
2015 04 15 01 50 320  8.0  9.0   3.2    11   7.9 318 1030.5  10.1  11.9    MM   MM +0.4    MM
2015 04 15 00 50 310  8.0  9.0   3.4    12   8.1 315 1030.3  10.2  11.9    MM   MM +0.6    MM
2015 04 14 23 50 300  7.0  9.0   3.5    12   8.3 309 1030.3  10.1  11.9    MM   MM +1.1    MM
2015 04 14 22 50 270  6.0  7.0   3.8    12   8.2 318 1030.1   9.7  11.8    MM   MM +1.3    MM
2015 04 14 21 50 260  6.0  7.0   4.0    13   8.4 320 1029.7   9.4  11.7    MM   MM +1.7    MM
2015 04 14 20 50 280  9.0 10.0   3.8    12   8.6 310 1029.2   9.2  11.6    MM   MM +1.7    MM
2015 04 14 19 50 240  6.0  8.0   4.1    13   8.9 318 1028.8   8.7  11.5    MM   MM +2.4    MM
2015 04 14 18 50 240  6.0  8.0   3.7    12   8.8 306 1028.0   9.1  11.4    MM   MM +2.1    MM
2015 04 14 17 50 260  6.0  9.0   4.1    12   9.6 302 1027.5   9.1  11.3    MM   MM +2.4    MM
2015 04 14 16 50 230  1.0  3.0   4.2    14   9.5 320 1026.4   8.8  11.2    MM   MM +2.5    MM
2015 04 14 15 50 360  3.0  4.0   4.2    13   9.0 321 1025.9   8.3  11.2    MM   MM +2.8    MM
2015 04 14 14 50 350  6.0  8.0   4.0    14   8.9 324 1025.1   8.0  11.6    MM   MM +3.1    MM
2015 04 14 13 50 340  7.0  9.0   4.3    14   8.5 316 1023.9   8.4  11.6    MM   MM +2.7    MM
2015 04 14 12 50 350  8.0 10.0   4.1    14   7.8 321 1023.1   8.1  11.3    MM   MM +2.9    MM
2015 04 14 11 50 320  9.0 11.0   4.1    14   8.1 308 1022.0   9.6  11.4    MM   MM +2.4    MM
2015 04 14 10 50 320  9.0 12.0   4.0    13   8.1 309 1021.2   8.9  11.4    MM   MM +2.5    MM
2015 04 14 09 50 320 10.0 13.0   4.9    14   8.8 306 1020.2   8.7  11.5    MM   MM +1.6    MM
2015 04 14 08 50 340  8.0 10.0   4.4    14   8.7 299 1019.6   8.7  11.5    MM   MM +1.6    MM
2015 04 14 07 50 330 10.0 13.0   4.4    14   9.0 302 1018.7   9.3  11.3    MM   MM +1.3    MM
2015 04 14 06 50 300  2.0  4.0   4.3    13   9.3 297 1018.6   8.5  11.3    MM   MM +2.0    MM
2015 04 14 05 50 310  5.0  7.0   4.5    14   9.5 295 1018.0   9.1  11.4    MM   MM +1.7    MM
2015 04 14 04 50 290  9.0 12.0   4.2    14   9.7 278 1017.4   9.0  11.3    MM   MM +1.4    MM
2015 04 14 03 50 210  6.0 10.0   4.3    13  10.1 279 1016.6   8.3  11.2    MM   MM +0.6    MM
2015 04 14 02 50 190  3.0  4.0   3.1    12   9.0 292 1016.3   7.6  11.1    MM   MM +0.7    MM
2015 04 14 01 50 200  3.0  4.0   3.1    13   8.7 311 1016.0   6.9  11.7    MM   MM +0.6    MM
2015 04 14 00 50 350  2.0  6.0   2.7    12   7.8 302 1016.0   6.5  11.4    MM   MM +0.8    MM
2015 04 13 23 50  60  2.0  4.0   2.4    11   7.2 292 1015.6   6.8  11.4    MM   MM +1.6    MM
2015 04 13 22 50  70  2.0  4.0   2.6    13   6.8 311 1015.4   7.2  11.6    MM   MM +2.2    MM
2015 04 13 21 50 310  5.0  7.0   2.7    11   6.6 307 1015.2   7.6  11.7    MM   MM +2.9    MM
2015 04 13 20 50 310  8.0  9.0   2.8    12   6.8 306 1014.0   7.7  11.7    MM   MM +3.4    MM
2015 04 13 19 50 320 10.0 12.0   2.8    12   6.6 313 1013.2   8.3  11.7    MM   MM +2.2    MM
2015 04 13 18 50 310 13.0 15.0   2.6    11   6.5 308 1012.3   8.8  11.7    MM   MM +0.8    MM
2015 04 13 17 50 180 12.0 14.0   2.6    13   6.4 305 1010.6  10.9  11.7    MM   MM -1.2    MM
